NAME	VALUE	DEFAULT_VALUE	DATA_TYPE	EDIT_LEVEL	SECTION	INFO
log_restore_concurrency	0	0	INT	DYNAMIC_EFFECTIVE	LOGSERVICE	log restore concurrency, for both the restore tenant and standby tenant. If the value is default 0, the database will automatically calculate the number of restore worker threads based on the tenant specification, which is tenant max_cpu; otherwise set the the worker count equals to the value.Range: [0, 100] in integer
log_storage_compress_all	False	False	BOOL	DYNAMIC_EFFECTIVE	LOGSERVICE	specifies whether to compress logs before storing. The default is false(no compression)
log_storage_compress_func	lz4_1.0	lz4_1.0	STRING	DYNAMIC_EFFECTIVE	LOGSERVICE	specifies the algorithms used for log storage compression. Values: lz4_1.0, zstd_1.0, zstd_1.3.8, zstd_1.5.7
log_storage_warning_tolerance_time	5s	5s	TIME	DYNAMIC_EFFECTIVE	LOGSERVICE	time to tolerate log disk io delay, after that, the disk status will be set warning. Range: [1s,300s]
log_storage_warning_trigger_percentage	0	0	INT	DYNAMIC_EFFECTIVE	LOGSERVICE	The performance decrease percentage threshold that may trigger a log disk failure. The higher the value, the more sensitive it is. The default value is 0, Range: [0,50].The default value is 0, which means the log disk will be considered to have failure only if any IO RT exceeds log_storage_warning_tolerance_time. If the value is greater than 0, which means the log disk will be considered to have failure only if current IO throughput < (normal throughput * log_storage_warning_trigger_percentage / 100) and performance degradation has been ongoing for log_storage_warning_tolerance_time seconds. If the parameter needs to be set, it is recommended to set a value less than 10 to avoid misjudgment.
log_transport_compress_all	False	False	BOOL	DYNAMIC_EFFECTIVE	LOGSERVICE	If this option is set to true, use compression for log transport. The default is false(no compression)
log_transport_compress_func	lz4_1.0	lz4_1.0	STRING	DYNAMIC_EFFECTIVE	LOGSERVICE	compressor used for log transport. Values: none, lz4_1.0, zstd_1.0, zstd_1.3.8, zstd_1.5.7
ls_gc_delay_time	0s	0s	TIME	DYNAMIC_EFFECTIVE	LOGSERVICE	The max delay time for ls gc when log archive is off. The default value is 0s. Range: [0s, +∞). The ls delay deletion mechanism will no longer take effect when the tenant is dropped.
ls_meta_table_check_interval	1s	1s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the time interval that observer compares ls meta table with local ls replica info and make adjustments to ensure the correctness of ls meta table. Range: [1ms,+∞)
ls_scale_out_factor	1	1	INT	DYNAMIC_EFFECTIVE	LOAD_BALANCE	Parameters can allow tenant to have enough LS to meet the scaling requirements, and disabling transfer when scaling can also achieve a flat effect. Default value 1. Range: [1, +∞)]
major_compact_trigger	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	specifies how many minor freeze should be triggered between two major freeze, Range: [0,65535] in integer
major_freeze_duty_time	02:00	02:00	MOMENT	DYNAMIC_EFFECTIVE	DAILY_MERGE	the start time of system daily merge procedure. Range: [00:00, 24:00)
max_partition_num	8192	8192	INT	DYNAMIC_EFFECTIVE	TENANT	set max partition num in mysql mode
max_stale_time_for_weak_consistency	5s	5s	TIME	DYNAMIC_EFFECTIVE	TENANT	the max data stale time that cluster weak read version behind current timestamp,no smaller than weak_read_version_refresh_interval, range: [5s, +∞)
max_string_print_length	500	500	INT	DYNAMIC_EFFECTIVE	OBSERVER	truncate very long string when printing to log file. Range:[0,]
max_syslog_file_count	100	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	specifies the maximum number of the log files that can co-exist before the log file recycling kicks in. Each log file can occupy at most 256MB disk space. When this value is set to 0, no log file will be removed. Range: [0, +∞) in integer
mds_compaction_high_thread_score	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	the current work thread score of mds high priority compaction. Range: [0,100] in integer. Especially, 0 means default value
mds_compaction_mid_thread_score	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	the current work thread score of mds middle priority compaction. Range: [0,100] in integer. Especially, 0 means default value
mds_minor_compact_trigger	2	2	INT	DYNAMIC_EFFECTIVE	TENANT	minor_compact_trigger, Range: [2,16] in integer
memory_chunk_cache_size	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the maximum size of memory cached by memory chunk cache. Range: [0M,], 0 stands for adaptive
memory_limit	11G	0M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the size of the memory reserved for internal use(for testing purpose), 0 means follow memory_limit_percentage. Range: 0, [1G,).
memory_limit_percentage	80	80	INT	DYNAMIC_EFFECTIVE	OBSERVER	the size of the memory reserved for internal use(for testing purpose). Range: [10, 95]
memory_reserved	500M	500M	CAPACITY	DYNAMIC_EFFECTIVE	SSTABLE	the size of the system memory reserved for emergency internal use. Range: [10M, total size of memory]
memstore_limit_percentage	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	used in calculating the value of MEMSTORE_LIMIT parameter: memstore_limit_percentage = memstore_limit / memory_size, where MEMORY_SIZE is determined when the tenant is created. Range: [0, 100). 1. the system will use memstore_limit_percentage if only memstore_limit_percentage is set.2. the system will use _memstore_limit_percentage if both memstore_limit_percentage and _memstore_limit_percentage is set.3. the system will adjust automatically if both memstore_limit_percentage and _memstore_limit_percentage set to 0(by default).
merger_check_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	DAILY_MERGE	the time interval between the schedules of the task that checks on the progress of MERGE for each zone. Range: [10s, 60m]
micro_block_merge_verify_level	2	2	INT	DYNAMIC_EFFECTIVE	OBSERVER	specify what kind of verification should be done when merging micro block. 0 : no verification will be done 1 : verify encoding algorithm, encoded micro block will be read to ensure data is correct 2 : verify encoding and compression algorithm, besides encoding verification, compressed block will be decompressed to ensure data is correct3 : verify encoding, compression algorithm and lost write protect
migration_disable_time	3600s	3600s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the duration in which the observer stays in the \'block_migrate_in\' status, which means it is not allowed to migrate into the server. Range: [1s, +∞)
minor_compact_trigger	2	2	INT	DYNAMIC_EFFECTIVE	TENANT	minor_compact_trigger, Range: [0,16] in integer
min_observer_version	4.5.0.0	4.5.0.0	STRING	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the min observer version
model_max_retries	2	2	INT	DYNAMIC_EFFECTIVE	AI	Used to control the retry times after a failed model interaction. Especially, the default value is 2
model_request_timeout	60s	60s	TIME	DYNAMIC_EFFECTIVE	AI	Used to control the HTTP timeout for accessing the  model. Especially, the default value is 60s.
mysql_port	2881	2881	INT	DYNAMIC_EFFECTIVE	OBSERVER	port number for mysql connection. Range: (1024, 65536) in integer
net_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	the number of rpc/mysql I/O threads for Libeasy. Range: [0, 128] in integer, 0 stands for max(6, CPU_NUM/8)
obconfig_url			STRING	DYNAMIC_EFFECTIVE	OBSERVER	URL for OBConfig service
observer_id	1	0	INT	READONLY	OBSERVER	the unique id that been assigned by rootservice for each observer in cluster, default: 0 (invalid id), Range: [1, 18446744073709551615]
ob_compaction_schedule_interval	120s	120s	TIME	DYNAMIC_EFFECTIVE	TENANT	the time interval to schedule compaction, Range: [3s,5m]Range: [3s, 5m]
ob_deterministic_udf_cache_max_size	16M	16M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	deternimistic cache can use max size memory(in bytes). if it's zero, disable cache
ob_enable_batched_multi_statement	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable use of batched multi statement
ob_enable_java_env	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable java env for external table.
ob_enable_java_udf	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable java udf.
ob_enable_python_udf	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Enable or disable python udf.
ob_enable_utl_http	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	controls whether UTL_HTTP is enabled
ob_enable_utl_tcp	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	controls whether UTL_TCP is enabled
ob_encoding_granularity	65536	65536	INT	DYNAMIC_EFFECTIVE	TENANT	Maximum rows for encoding in one micro block. Range:[8192,1048576]
ob_event_history_recycle_interval	7d	7d	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the time to recycle event history. Range: [1d, 180d]
ob_java_connector_path			STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the connector path for external table with enabled option: ob_enable_java_env
ob_java_home			STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the java home path for external table with enabled option: ob_enable_java_env
ob_java_opts			STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the java opts path for external table with enabled option: ob_enable_java_env
ob_proxy_readonly_transaction_routing_policy	False	false	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Proxy route policy for readonly sql: whether regard begining read only stmts as in transaction
ob_python_home			STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the python home path
ob_query_switch_leader_retry_timeout	0ms	0ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	max time spend on retry caused by leader swith or network disconnectionRange: [0ms, +∞)
ob_ratelimit_stat_period	1s	1s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the time interval to update observer's maximum bandwidth to a certain region. 
ob_result_cache_evict_percentage	90	90	INT	DYNAMIC_EFFECTIVE	OBSERVER	result cache hold memory over xx%(defalut 90) of total memory, try to evict cache obj.
ob_ssl_invited_common_names	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	OBSERVER	when server use ssl, use it to control client identity with ssl subject common name. default NONE
ob_startup_mode	NORMAL	NORMAL	STRING	READONLY	OBSERVER	specifies the observer startup mode
ob_storage_s3_url_encode_type	default	default	STRING	DYNAMIC_EFFECTIVE	OBSERVER	"Determines the URL encoding method for S3 requests.""default"": Uses the S3 standard URL encoding method.""compliantRfc3986Encoding"": Uses URL encoding that adheres to the RFC 3986 standard."
ob_vector_memory_limit_percentage	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	Used to control the upper limit percentage of memory resources that the vector_index module can use. Range:[0, 100).The system will adjust automatically if ob_vector_memory_limit_percentage set to 0(by default).
open_cursors	50	50	INT	DYNAMIC_EFFECTIVE	OBSERVER	specifies the maximum number of open cursors a session can have at once.can use this parameter to prevent a session from opening an excessive number of cursors.Range: [0, 65535] in integer
optimizer_index_cost_adj	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	adjust costing of index scan
opt_tab_stat_cache_priority	1	1	INT	DYNAMIC_EFFECTIVE	CACHE	tab stat cache priority. Range:[1, )
package_state_sync_max_size	8192	8192	INT	DYNAMIC_EFFECTIVE	OBSERVER	the max sync size of single package state that can sync package var value. If over it, package state will not sync package var value. Range: [0, 16777216] in integer
partition_balance_schedule_interval	2h	2h	TIME	DYNAMIC_EFFECTIVE	LOAD_BALANCE	the time interval between generate partition balance task. The value should be no less than balancer_idle_time to enable partition balance. Default value 2h and the value 0s means disable partition balance. Range: [0s, +∞)
plan_cache_evict_interval	5s	5s	TIME	DYNAMIC_EFFECTIVE	TENANT	time interval for periodic plan cache eviction. Range: [0s, +∞)
plsql_code_type	native	native	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the compilation mode for PL/SQL library units
plsql_debug	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	specifies whether or not PL/SQL library units will be compiled for debugging
plsql_v2_compatibility	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	allows to control store routine compile action at DDL stage
plugins_load			STRING	DYNAMIC_EFFECTIVE	OBSERVER	The plugins you want to load when starting observer. Note that plugins cannot be loaded dynamically, you should restart the observer when you change the parameter. Format: 'libsoname1.so:on,libsoname2.so:off' which `on'(default) means the plugin is enabled, `off' means the plugin is disabled(don't load), 
px_node_policy	DATA	DATA	STRING	DYNAMIC_EFFECTIVE	OBSERVER	"Determining the candidate pool for PX calculation nodes.""DATA"": All data nodes involved in the current SQL.""ZONE"": All nodes within the zones involved in the current SQL that belong to the tenant.""CLUSTER"": All nodes involved by the current tenant."
px_task_size	2M	2M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	to be removed
px_workers_per_cpu_quota	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	the ratio(integer) between the number of system allocated px workers vs the maximum number of threads that can be scheduled concurrently. Range: [0, 20]
query_memory_limit_percentage	50	50	INT	DYNAMIC_EFFECTIVE	OBSERVER	the percentage of tenant memory that can be used by a single SQL. The default value is 50. Range: [0,100]
query_response_time_flush	False	False	BOOL	DYNAMIC_EFFECTIVE	TENANT	Flush QUERY_RESPONSE_TIME table and re-read query_response_time_range_baseThe default value is False. Value: TRUE: trigger flush FALSE: do not trigger
query_response_time_range_base	10	10	INT	DYNAMIC_EFFECTIVE	TENANT	Select base of log for QUERY_RESPONSE_TIME ranges. WARNING: variable change takes affect only after flush.The default value is 10. Range: [2,10000]. 
query_response_time_stats	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Enable or disable QUERY_RESPONSE_TIME statistics collectingThe default value is True. Value: TRUE: turned on FALSE: turned off
range_optimizer_max_mem_size	128M	128M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	to limit the memory consumption for the query range optimizer. Range: [0M,+∞), 0 stands for unlimited
recover_table_concurrency	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	The maximum number of tables that can be recovered concurrently during the cross-tenant table import stage of tables recovery.Range: [0,16] in integer. Especially, 0 means default value
recover_table_dop	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	The maximum degree of parallel of the single table recovery during the cross-tenant table import stage of tables recovery.Range: [0,) in integer. Especially, 0 means default value
recyclebin_object_expire_time	0s	0s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	recyclebin object expire time, default 0 that means auto purge recyclebin off. Range: [0s, +∞)
redundancy_level	NORMAL	NORMAL	STRING	DYNAMIC_EFFECTIVE	SSTABLE	EXTERNAL: use extrernal redundancyNORMAL: tolerate one disk failureHIGH: tolerate two disk failure if disk count is enough
replica_parallel_migration_mode	auto	auto	STRING	DYNAMIC_EFFECTIVE	TENANT	specify the strategy for parallel migration of LS replicas. 'auto' means to allow parallel migration of LS replica of standby tenant and prohibit the parallel migration of LS replica of primary tenant. 'on' means to allow parallel migration of LS replica of primary tenant and standby tenant. 'off' means to prohibit parallel migration of LS replica of primary tenant and standby tenant
resource_hard_limit	100	100	INT	DYNAMIC_EFFECTIVE	LOAD_BALANCE	system utilization should not be large than resource_hard_limit
result_cache_max_result	5	5	INT	DYNAMIC_EFFECTIVE	OBSERVER	result_cache_max_result specifies the percentage of result_cache_max_size that any single result can use.
result_cache_max_size	64M	64M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	result cache can use max size memory(in bytes) of library cache. if it's zero, disable result cache
rootservice_async_task_queue_size	16384	16384	INT	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the size of the queue for all asynchronous tasks at rootserver. Range: [8, 131072] in integer
rootservice_async_task_thread_count	4	4	INT	DYNAMIC_EFFECTIVE	ROOT_SERVICE	maximum of threads allowed for executing asynchronous task at rootserver. Range: [1, 10]
rootservice_list	127.0.0.1:2882:2881		STR_LIST	DYNAMIC_EFFECTIVE	OBSERVER	a list of servers against which election candidate is checked for validation
rootservice_ready_check_interval	3s	3s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the interval between the schedule of the rootservice restart task while restart failed Range: [100000us, 1m]
row_compaction_update_limit	6	6	INT	DYNAMIC_EFFECTIVE	TRANS	maximum update count before trigger row compaction. Range: [1, 6400]
rpc_client_authentication_method	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies rpc client authentication method. NONE: without authentication. SSL_NO_ENCRYPT: authentication by SSL handshake but not encrypt the communication channel. SSL_IO: authentication by SSL handshake and encrypt the communication channel
rpc_memory_limit_percentage	0	0	INT	DYNAMIC_EFFECTIVE	RPC	maximum memory for rpc in a tenant, as a percentage of total tenant memory, and 0 means no limit to rpc memory
rpc_port	2882	2882	INT	DYNAMIC_EFFECTIVE	OBSERVER	the port number for RPC protocol. Range: (1024, 65536) in integer
rpc_server_authentication_method	ALL	ALL	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies rpc server authentication method. ALL: support all authentication methods. NONE: without authentication. SSL_NO_ENCRYPT: authentication by SSL handshake but not encrypt the communication channel. SSL_IO: authentication by SSL handshake and encrypt the communication channel
rpc_timeout	2s	2s	TIME	DYNAMIC_EFFECTIVE	RPC	the time during which a RPC request is permitted to execute before it is terminated
schema_history_expire_time	7d	7d	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the expire time for schema history, from 1min to 30days, with default 7days. Range: [1m, 30d]
schema_history_recycle_interval	10m	10m	TIME	DYNAMIC_EFFECTIVE	LOAD_BALANCE	the time interval between the schedules of schema history recyle task. Range: [0s, +∞)
server_balance_cpu_mem_tolerance_percent	5	5	INT	DYNAMIC_EFFECTIVE	LOAD_BALANCE	specifies the tolerance (in percentage) of the unbalance of the cpu/memory utilization among all servers. The average cpu/memory utilization is calculated by dividing the total cpu/memory by the number of servers. server balancer will start a rebalancing task when the deviation between the average usage and some server load is greater than this tolerance Range: [1, 100] in percentage
server_balance_critical_disk_waterlevel	80	80	INT	DYNAMIC_EFFECTIVE	LOAD_BALANCE	disk water level to determine server balance strategy
server_balance_disk_tolerance_percent	1	1	INT	DYNAMIC_EFFECTIVE	LOAD_BALANCE	specifies the tolerance (in percentage) of the unbalance of the disk space utilization among all servers. The average disk space utilization is calculated by dividing the total space by the number of servers. server balancer will start a rebalancing task when the deviation between the average usage and some server load is greater than this tolerance Range: [1, 100] in percentage
server_check_interval	30s	30s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the time interval between schedules of a task that examines the __all_server table. Range: [1s, +∞)
server_cpu_quota_max	0	0	DOUBLE	DYNAMIC_EFFECTIVE	TENANT	the number of maximal vCPUs allocated to the server tenant(a special internal tenant that exists on every observer). 0 stands for adaptive. Range: [0, 16]
server_cpu_quota_min	0	0	DOUBLE	DYNAMIC_EFFECTIVE	TENANT	the number of minimal vCPUs allocated to the server tenant(a special internal tenant that exists on every observer). 0 stands for adaptive. Range: [0, 16]
server_permanent_offline_time	3600s	3600s	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the time interval between any two heartbeats beyond which a server is considered to be \'permanently\' offline. Range: [20s,+∞)
shared_log_retention	1d	1d	TIME	DYNAMIC_EFFECTIVE	TRANS	Retention time of log files on shared storage
spill_compression_codec	NONE	NONE	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specific the compression algorithm type to compress the spilled data in temp block store during the sql execution phase. The supported compression codecs are: ZSTD, LZ4, SNAPPY, ZLIB. NONE means no compression.The default value is NONE.
sql_login_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	the number of threads for sql login request. Range: [0, 32] in integer, 0 stands for use default thread count defined in TG.the default thread count for login request in TG is normal:6 mini-mode:2
sql_net_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	the number of global mysql I/O threads. Range: [0, 64] in integer, default value is 0, 0 stands for old value GCONF.net_thread_count
sql_plan_management_mode	Disable	Disable	STRING	DYNAMIC_EFFECTIVE	TENANT	"Specifies how spm work.""Disable"" represent disable spm (default value).""OnlineEvolve"" represent evolve plan online."
sql_protocol_min_tls_version	none	none	STRING	DYNAMIC_EFFECTIVE	OBSERVER	SQL SSL control options, used to specify the minimum SSL/TLS version number. values: none, TLSv1, TLSv1.1, TLSv1.2, TLSv1.3
sql_work_area	1G	1G	CAPACITY	STATIC_EFFECTIVE	OBSERVER	Work area memory limitation for tenant
ssl_client_authentication	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	enable server SSL support. Takes effect after ca/cert/key file is configured correctly. 
ssl_external_kms_info			STRING	DYNAMIC_EFFECTIVE	OBSERVER	when using the external key management center for ssl, this parameter will store some key management information
ss_cache_maxsize_percpu	128G	128G	CAPACITY	DYNAMIC_EFFECTIVE	SSTABLE	the maximum allowed local cache disk size per CPU per server in shared storage mode. Range: (0, +∞)
ss_cache_max_percentage	30	30	INT	DYNAMIC_EFFECTIVE	SSTABLE	the maximum percentage of local cache disk space to total data in shared storage mode. Range: (0,100] in integer
stack_size	512K	512K	CAPACITY	STATIC_EFFECTIVE	OBSERVER	the size of routine execution stackRange: [512K, 20M]
standby_db_fetch_log_rpc_timeout	15s	15s	TIME	DYNAMIC_EFFECTIVE	LOGSERVICE	The threshold for detecting the RPC timeout for the standby tenant to fetch log from the log restore source tenant. When the rpc timeout, the log transport service switches to another server of the log restore source tenant to fetch logs. Range: [2s, +∞)
standby_db_preferred_upstream_log_region			STRING	DYNAMIC_EFFECTIVE	LOGSERVICE	The preferred upstream log region for Standby db. The Standby db will give priority to the preferred upstream log region to fetch log. For high availability，the Standby db will also switch to the other region when the preferred upstream log region can not fetch log because of exception etc.
standby_fetch_log_bandwidth_limit	0MB	0MB	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the max bandwidth in bytes per second that can be occupied by the sum of the synchronizing log from primary cluster of all servers in the standby cluster
storage_meta_cache_priority	10	10	INT	DYNAMIC_EFFECTIVE	CACHE	storage meta cache priority. Range:[1, )
storage_rowsets_size	8192	8192	INT	DYNAMIC_EFFECTIVE	TENANT	the row number processed by vectorized storage engine within one batch in column storage. Range: (0,1048576]
strict_check_os_params	False	False	BOOL	STATIC_EFFECTIVE	OBSERVER	A switch that determines whether to enable strict OS parameter check mode, defaulting to true and can be set to false to bypass strict checks.Value: True: allowed; False: allowed but not suggested
sts_credential			STRING	DYNAMIC_EFFECTIVE	OBSERVER	STS credential for object storage, values: sts_url=xxx&sts_ak=xxx&sts_sk=xxx
suspend_storage_cache_task	False	False	BOOL	DYNAMIC_EFFECTIVE	OBSERVER	Suspend background caching tasks.
sync_io_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	The number of io threads for synchronizing request on each device. The default value is 0. Range: [0,1024] in integer
syslog_compress_func	none	none	STRING	DYNAMIC_EFFECTIVE	OBSERVER	compress function name for syslog files, values: none, zstd_1.0, zstd_1.3.8
syslog_disk_size	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the size of disk space used by the syslog files. Range: [0, +∞)
syslog_file_uncompressed_count	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	specifies the minimum number of the syslog files that will not be compressed. Each syslog file can occupy at most 256MB disk space. When this value is set to 0, all syslog file may be compressed. Range: [0, +∞) in integer
syslog_io_bandwidth_limit	30MB	30MB	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	Syslog IO bandwidth limitation, exceeding syslog would be truncated. Use 0 to disable ERROR log.
syslog_level	WDIAG	WDIAG	STRING	DYNAMIC_EFFECTIVE	OBSERVER	specifies the current level of logging. There are DEBUG, TRACE, WDIAG, EDIAG, INFO, WARN, ERROR, seven different log levels.
system_memory	1G	0M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	the memory reserved for internal use which cannot be allocated to any outer-tenant, and should be determined to guarantee every server functions normally. Range: [0M,)
sys_bkgd_migration_change_member_list_timeout	20s	20s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the timeout for migration change member list retry. The default value is 20s. Range: [0s,24h]
sys_bkgd_migration_retry_num	3	3	INT	DYNAMIC_EFFECTIVE	OBSERVER	retry num limit during migration. Range: [3, 100] in integer
sys_bkgd_net_percentage	60	60	INT	DYNAMIC_EFFECTIVE	OBSERVER	the net percentage of sys background net. Range: [0, 100] in integer
tablet_ls_cache_priority	1000	1000	INT	DYNAMIC_EFFECTIVE	CACHE	tablet ls cache priority. Range:[1, )
tablet_meta_table_check_interval	30m	30m	TIME	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the time interval that observer compares tablet meta table with local ls replica info and make adjustments to ensure the correctness of tablet meta table. Range: [1m,+∞)
tablet_meta_table_scan_batch_count	999	999	INT	DYNAMIC_EFFECTIVE	ROOT_SERVICE	the number of tablet replica info that will be read by each request on the tablet-related system tables during procedures such as load-balancing, daily merge, election and etc. Range:(0,65536]
tablet_size	128M	128M	CAPACITY	DYNAMIC_EFFECTIVE	OBSERVER	default tablet size, has to be a multiple of 2M
tcp_keepcnt	10	10	INT	DYNAMIC_EFFECTIVE	OBSERVER	The maximum number of keepalive probes TCP should send before dropping the connection. Take effect for new established connections. Range: [1,+∞)
tcp_keepidle	7200s	7200s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	The time (in seconds) the connection needs to remain idle before TCP starts sending keepalive probe. Take effect for new established connections. Range: [1s, +∞]
tcp_keepintvl	6s	6s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	The time (in seconds) between individual keepalive probes. Take effect for new established connections. Range: [1s, +∞]
tde_method	none	none	STRING	DYNAMIC_EFFECTIVE	OBSERVER	none : transparent encryption is none, none means cannot use tde, internal : transparent encryption is in the form of internal tables, bkmi : transparent encryption is in the form of external bkmi
temporary_file_max_disk_size	0M	0M	CAPACITY	DYNAMIC_EFFECTIVE	TENANT	maximum disk usage of temporary file on a single node, 0 means no limit. Range: [0,+∞)
tenant_sql_login_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	the number of threads for sql login request of each tenant. Range: [0, 32] in integer, 0 stands for unit_min_cpu
tenant_sql_net_thread_count	0	0	INT	DYNAMIC_EFFECTIVE	TENANT	the number of mysql I/O threads for a tenant. Range: [0, 64] in integer, 0 stands for unit_min_cpu
tenant_task_queue_size	16384	16384	INT	DYNAMIC_EFFECTIVE	OBSERVER	the size of the task queue for each tenant. Range: [1024,+∞)
trace_log_slow_query_watermark	1s	1s	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the threshold of execution time (in milliseconds) of a query beyond which it is considered to be \'slow query\'. Range: [1ms,+∞)
trx_2pc_retry_interval	100ms	100ms	TIME	DYNAMIC_EFFECTIVE	TRANS	the time interval between the retries in case of failure during a transaction\'s two-phase commit phase. Range: [1ms,5000ms]
ttl_thread_score	0	0	INT	DYNAMIC_EFFECTIVE	OBSERVER	the current work thread score of ttl thread. Range: [0,100] in integer. Especially, 0 means default value
undo_retention	1800	1800	INT	DYNAMIC_EFFECTIVE	TENANT	the low threshold value of undo retention. The system retains undo for at least the time specified in this config when active txn protection is banned. Range: [0, 4294967295]
unit_gc_wait_time	1m	1m	TIME	DYNAMIC_EFFECTIVE	OBSERVER	The maximum waiting time for unit gc, The default value is 1min. Range: [0,  30d].
user_block_cache_priority	1	1	INT	DYNAMIC_EFFECTIVE	CACHE	user block cache priority. Range:[1, )
user_row_cache_priority	1	1	INT	DYNAMIC_EFFECTIVE	CACHE	user row cache priority. Range:[1, )
use_ipv6	False	False	BOOL	STATIC_EFFECTIVE	OBSERVER	Whether this server uses ipv6 address
use_large_pages	false	false	STRING	STATIC_EFFECTIVE	OBSERVER	used to manage the database's use of large pages, values: false, true, only
utl_file_open_max	50	50	INT	DYNAMIC_EFFECTIVE	OBSERVER	the maximum number of utl files that can be opened simultaneously in a single node under the Oracle model.
vector_index_memory_saving_mode	True	True	BOOL	DYNAMIC_EFFECTIVE	TENANT	Specifies whether to enable the vector index memory saving mode. This can reduce the memory used by the partition table vector index rebuild.
vector_index_optimization_concurrency	2	2	INT	DYNAMIC_EFFECTIVE	OBSERVER	the vector index async task parallelism. Range: [1,256] in integer. Especially, 2 means default value
vector_index_optimize_duty_time	[00:00:00, 24:00:00]	[00:00:00, 24:00:00]	STRING	DYNAMIC_EFFECTIVE	OBSERVER	A runtime range bounded by start time and end time for vector index background task, e.g., [23:00:00, 24:00:00]
virtual_table_location_cache_expire_time	8s	8s	TIME	DYNAMIC_EFFECTIVE	LOCATION_CACHE	expiration time for virtual table location info in partition location cache. Range: [1s, +∞)
weak_read_version_refresh_interval	100ms	100ms	TIME	DYNAMIC_EFFECTIVE	OBSERVER	the time interval to refresh cluster weak read version Range: [50ms, +∞)
